file_path(string),gt_class(string),gt_box(string),pd_class(string),pd_box(string),pd_score(float),frame_idx_in_file(int)
2007_007795.jpg,pottedplant,"{'x_left': 0.516, 'y_top': 0.6453333333333333, 'x_right': 0.608, 'y_bottom': 0.8266666666666667}",,,,0
2007_007795.jpg,chair,"{'x_left': 0.458, 'y_top': 0.44533333333333336, 'x_right': 0.568, 'y_bottom': 0.624}",,,,0
2007_007795.jpg,pottedplant,"{'x_left': 0.528, 'y_top': 0.3893333333333333, 'x_right': 0.57, 'y_bottom': 0.472}",,,,0
2007_007795.jpg,pottedplant,"{'x_left': 0.474, 'y_top': 0.2613333333333333, 'x_right': 0.55, 'y_bottom': 0.464}",,,,0
2007_007795.jpg,,,diningtable,"{'x_left': 0.3207433180700128, 'y_top': 0.3743758922433853, 'x_right': 0.5371382646302765, 'y_bottom': 0.6239850212900455}",0.1344071,0
2007_007795.jpg,,,chair,"{'x_left': 0.44279896337160696, 'y_top': 0.42906124159005976, 'x_right': 0.5653861298478566, 'y_bottom': 0.6117569086368267}",0.64521956,0
2007_007795.jpg,,,person,"{'x_left': 0.20761106236934662, 'y_top': 0.29985644888465224, 'x_right': 0.4494789183796369, 'y_bottom': 0.8863983275564817}",0.8460949,0
2007_007795.jpg,,,person,"{'x_left': 0.5888375410569402, 'y_top': 0.3971210782322517, 'x_right': 0.7352129404458863, 'y_bottom': 0.7426472242083917}",0.7463347,0
2007_007795.jpg,,,person,"{'x_left': 0.013829328463352664, 'y_top': 0.29323803180272756, 'x_right': 0.24597051877269377, 'y_bottom': 1.0}",0.8283701,0
2007_007795.jpg,,,person,"{'x_left': 0.8225388936589544, 'y_top': 0.402423695671375, 'x_right': 0.9808559649947743, 'y_bottom': 0.8788771516755911}",0.73693085,0
2007_007795.jpg,,,pottedplant,"{'x_left': 0.49154087967230725, 'y_top': 0.6538102663920476, 'x_right': 0.6086546840841954, 'y_bottom': 0.8159802656467144}",0.6893795,0
2007_007810.jpg,diningtable,"{'x_left': 0.008, 'y_top': 0.264, 'x_right': 0.9946666666666667, 'y_bottom': 0.996}",,,,0
2007_007810.jpg,person,"{'x_left': 0.21333333333333335, 'y_top': 0.002, 'x_right': 0.8986666666666666, 'y_bottom': 0.254}",,,,0
2007_007810.jpg,,,diningtable,"{'x_left': 0.010169993683695783, 'y_top': 0.010693416422697236, 'x_right': 0.23635887022316457, 'y_bottom': 0.21613767127660605}",0.31059274,0
2007_007810.jpg,,,person,"{'x_left': 0.1844189488409116, 'y_top': 0.026029155940849036, 'x_right': 0.8504840914581373, 'y_bottom': 0.2618912365357463}",0.90165854,0
2007_007810.jpg,,,diningtable,"{'x_left': 0.01930743823234854, 'y_top': 0.2015340855355447, 'x_right': 0.9723978968711999, 'y_bottom': 0.9593349076367341}",0.13276957,0
2007_007815.jpg,car,"{'x_left': 0.062, 'y_top': 0.12228260869565218, 'x_right': 0.802, 'y_bottom': 0.7771739130434783}",,,,0
2007_007815.jpg,person,"{'x_left': 0.476, 'y_top': 0.11956521739130435, 'x_right': 0.618, 'y_bottom': 0.3423913043478261}",,,,0
2007_007815.jpg,person,"{'x_left': 0.27, 'y_top': 0.14945652173913043, 'x_right': 0.42, 'y_bottom': 0.3532608695652174}",,,,0
2007_007815.jpg,,,person,"{'x_left': 0.41352902827641136, 'y_top': 0.11520988832877233, 'x_right': 0.6205734941334679, 'y_bottom': 0.3294853826497151}",0.66747403,0
2007_007815.jpg,,,person,"{'x_left': 0.23478699074857512, 'y_top': 0.1593023342682765, 'x_right': 0.4373835840998934, 'y_bottom': 0.35898476964143605}",0.74427414,0
2007_007815.jpg,,,car,"{'x_left': 0.05582202614087323, 'y_top': 0.13775359240334767, 'x_right': 0.8193821977120179, 'y_bottom': 0.7520582718626811}",0.9019346,0
2007_007818.jpg,bus,"{'x_left': 0.654, 'y_top': 0.29333333333333333, 'x_right': 0.748, 'y_bottom': 0.456}",,,,0
2007_007818.jpg,car,"{'x_left': 0.002, 'y_top': 0.37333333333333335, 'x_right': 0.08, 'y_bottom': 0.44266666666666665}",,,,0
2007_007818.jpg,car,"{'x_left': 0.086, 'y_top': 0.36, 'x_right': 0.186, 'y_bottom': 0.44266666666666665}",,,,0
2007_007818.jpg,car,"{'x_left': 0.184, 'y_top': 0.3626666666666667, 'x_right': 0.27, 'y_bottom': 0.44}",,,,0
2007_007818.jpg,car,"{'x_left': 0.286, 'y_top': 0.35733333333333334, 'x_right': 0.368, 'y_bottom': 0.44}",,,,0
2007_007818.jpg,car,"{'x_left': 0.372, 'y_top': 0.37066666666666664, 'x_right': 0.432, 'y_bottom': 0.43466666666666665}",,,,0
2007_007818.jpg,car,"{'x_left': 0.434, 'y_top': 0.392, 'x_right': 0.462, 'y_bottom': 0.4266666666666667}",,,,0
2007_007818.jpg,car,"{'x_left': 0.594, 'y_top': 0.3893333333333333, 'x_right': 0.62, 'y_bottom': 0.424}",,,,0
2007_007818.jpg,car,"{'x_left': 0.624, 'y_top': 0.39466666666666667, 'x_right': 0.638, 'y_bottom': 0.416}",,,,0
2007_007818.jpg,car,"{'x_left': 0.002, 'y_top': 0.49066666666666664, 'x_right': 0.12, 'y_bottom': 0.6506666666666666}",,,,0
2007_007818.jpg,,,car,"{'x_left': 0.0047457787422033465, 'y_top': 0.368392436813735, 'x_right': 0.07476874307669126, 'y_bottom': 0.4544693951080625}",0.5518056,0
2007_007818.jpg,,,car,"{'x_left': 0.06958672462587173, 'y_top': 0.36670547707115225, 'x_right': 0.1629911678243142, 'y_bottom': 0.44017338081655594}",0.4653248,0
2007_007818.jpg,,,car,"{'x_left': 0.15605873033954545, 'y_top': 0.3584547861314737, 'x_right': 0.2609489910478775, 'y_bottom': 0.44204373152852056}",0.53178847,0
2007_007818.jpg,,,car,"{'x_left': 0.002587427121400837, 'y_top': 0.4607457963051705, 'x_right': 0.10589660264849662, 'y_bottom': 0.6847090001557883}",0.7283359,0
2007_007818.jpg,,,car,"{'x_left': 0.019220501528153022, 'y_top': 0.6062911107301253, 'x_right': 0.9514922060647378, 'y_bottom': 1.0}",0.6448957,0
2007_007836.jpg,bicycle,"{'x_left': 0.004, 'y_top': 0.496, 'x_right': 0.454, 'y_bottom': 0.9013333333333333}",,,,0
2007_007836.jpg,bicycle,"{'x_left': 0.656, 'y_top': 0.512, 'x_right': 1.0, 'y_bottom': 0.8853333333333333}",,,,0
2007_007836.jpg,person,"{'x_left': 0.71, 'y_top': 0.312, 'x_right': 1.0, 'y_bottom': 0.8346666666666667}",,,,0
2007_007836.jpg,person,"{'x_left': 0.004, 'y_top': 0.33066666666666666, 'x_right': 0.288, 'y_bottom': 0.88}",,,,0
2007_007836.jpg,person,"{'x_left': 0.456, 'y_top': 0.08266666666666667, 'x_right': 0.526, 'y_bottom': 0.32266666666666666}",,,,0
2007_007836.jpg,person,"{'x_left': 0.546, 'y_top': 0.10666666666666667, 'x_right': 0.59, 'y_bottom': 0.30933333333333335}",,,,0
2007_007836.jpg,,,person,"{'x_left': 0.4354362925887108, 'y_top': 0.06503433618820631, 'x_right': 0.5141541221737862, 'y_bottom': 0.3316064230597936}",0.8219502,0
2007_007836.jpg,,,person,"{'x_left': 0.5311401513677376, 'y_top': 0.09961769864925973, 'x_right': 0.5917344341140527, 'y_bottom': 0.30621556401436145}",0.7528558,0
2007_007836.jpg,,,person,"{'x_left': 0.0, 'y_top': 0.30031175267861443, 'x_right': 0.2888281383092587, 'y_bottom': 0.8581744118545606}",0.8130899,0
2007_007836.jpg,,,person,"{'x_left': 0.7197469043136561, 'y_top': 0.29060690342453815, 'x_right': 1.0, 'y_bottom': 0.8427325749948391}",0.8884091,0
2007_007836.jpg,,,bicycle,"{'x_left': 0.0, 'y_top': 0.4776131983430568, 'x_right': 0.4926807144956405, 'y_bottom': 0.9328340690425726}",0.87293524,0
2007_007836.jpg,,,bicycle,"{'x_left': 0.6607734077114326, 'y_top': 0.5209290617520992, 'x_right': 0.982173404111312, 'y_bottom': 0.8900576574710699}",0.83568805,0
2007_007849.jpg,tvmonitor,"{'x_left': 0.434, 'y_top': 0.28825622775800713, 'x_right': 0.484, 'y_bottom': 0.3594306049822064}",,,,0
2007_007849.jpg,tvmonitor,"{'x_left': 0.494, 'y_top': 0.30604982206405695, 'x_right': 0.538, 'y_bottom': 0.3879003558718861}",,,,0
2007_007849.jpg,tvmonitor,"{'x_left': 0.388, 'y_top': 0.28825622775800713, 'x_right': 0.432, 'y_bottom': 0.3807829181494662}",,,,0
2007_007849.jpg,tvmonitor,"{'x_left': 0.2, 'y_top': 0.8362989323843416, 'x_right': 0.268, 'y_bottom': 1.0}",,,,0
2007_007849.jpg,person,"{'x_left': 0.724, 'y_top': 0.3167259786476868, 'x_right': 0.856, 'y_bottom': 0.6014234875444839}",,,,0
2007_007849.jpg,person,"{'x_left': 0.758, 'y_top': 0.5907473309608541, 'x_right': 0.858, 'y_bottom': 0.99644128113879}",,,,0
2007_007849.jpg,person,"{'x_left': 0.828, 'y_top': 0.49110320284697506, 'x_right': 0.908, 'y_bottom': 0.9786476868327402}",,,,0
2007_007849.jpg,person,"{'x_left': 0.872, 'y_top': 0.3914590747330961, 'x_right': 0.946, 'y_bottom': 0.8505338078291815}",,,,0
2007_007849.jpg,,,tvmonitor,"{'x_left': 0.386443434587121, 'y_top': 0.2836215340531789, 'x_right': 0.4714517012923956, 'y_bottom': 0.374643501832852}",0.28261814,0
2007_007849.jpg,,,tvmonitor,"{'x_left': 0.4571742768228054, 'y_top': 0.29656200021780454, 'x_right': 0.5358999018728733, 'y_bottom': 0.39240488843000854}",0.13045977,0
2007_007849.jpg,,,person,"{'x_left': 0.7699509133941852, 'y_top': 0.3311346157922195, 'x_right': 0.8405929382748328, 'y_bottom': 0.6493989107017334}",0.5407279,0
2007_007849.jpg,,,bottle,"{'x_left': 0.23135251097587436, 'y_top': 0.5841213079298918, 'x_right': 0.2834002484074005, 'y_bottom': 0.6905697098445435}",0.11630922,0
2007_007849.jpg,,,person,"{'x_left': 0.8184009792902149, 'y_top': 0.43697946647570685, 'x_right': 0.9166305200222593, 'y_bottom': 0.8892886471007421}",0.5578224,0
2007_007849.jpg,,,tvmonitor,"{'x_left': 0.023953406289219853, 'y_top': 0.7578511384641208, 'x_right': 0.20725431292676008, 'y_bottom': 0.9810462401639498}",0.10829178,0
2007_007871.jpg,person,"{'x_left': 0.016, 'y_top': 0.20266666666666666, 'x_right': 0.424, 'y_bottom': 1.0}",,,,0
2007_007871.jpg,person,"{'x_left': 0.184, 'y_top': 0.26666666666666666, 'x_right': 0.668, 'y_bottom': 1.0}",,,,0
2007_007871.jpg,person,"{'x_left': 0.5, 'y_top': 0.16533333333333333, 'x_right': 1.0, 'y_bottom': 1.0}",,,,0
2007_007871.jpg,,,person,"{'x_left': 0.011679283580619565, 'y_top': 0.1598229594760675, 'x_right': 0.39835578559157936, 'y_bottom': 0.9913872018797582}",0.73437303,0
2007_007871.jpg,,,person,"{'x_left': 0.4428675497467702, 'y_top': 0.16761967191787874, 'x_right': 0.9981520357526266, 'y_bottom': 0.9918755625715622}",0.8872657,0
2007_007871.jpg,,,bottle,"{'x_left': 0.034446999042309245, 'y_top': 0.8822500026808335, 'x_right': 0.16853150649575088, 'y_bottom': 0.9941607521465192}",0.38883862,0
2007_007877.jpg,person,"{'x_left': 0.006, 'y_top': 0.010666666666666666, 'x_right': 0.564, 'y_bottom': 0.9946666666666667}",,,,0
2007_007877.jpg,person,"{'x_left': 0.388, 'y_top': 0.27466666666666667, 'x_right': 0.856, 'y_bottom': 1.0}",,,,0
2007_007877.jpg,,,person,"{'x_left': 0.005162807112473744, 'y_top': 0.045618127392805574, 'x_right': 0.5515165975864117, 'y_bottom': 0.9852833688341653}",0.9217014,0
2007_007877.jpg,,,chair,"{'x_left': 0.4258285065334577, 'y_top': 0.3385379368684842, 'x_right': 0.9826937715369921, 'y_bottom': 0.9693426298018601}",0.5795997,0
2007_007878.jpg,cat,"{'x_left': 0.176, 'y_top': 0.134, 'x_right': 0.784, 'y_bottom': 0.746}",,,,0
2007_007878.jpg,person,"{'x_left': 0.304, 'y_top': 0.28, 'x_right': 1.0, 'y_bottom': 0.692}",,,,0
2007_007878.jpg,,,cat,"{'x_left': 0.13609835626803912, 'y_top': 0.06658865016423743, 'x_right': 0.8944492259181462, 'y_bottom': 0.7860205990974719}",0.7713311,0
2007_007881.jpg,train,"{'x_left': 0.028, 'y_top': 0.09880239520958084, 'x_right': 1.0, 'y_bottom': 0.8473053892215568}",,,,0
2007_007881.jpg,,,train,"{'x_left': 0.04468774359776423, 'y_top': 0.06661458539916915, 'x_right': 1.0, 'y_bottom': 0.8180920951921207}",0.7905775,0
2007_007890.jpg,pottedplant,"{'x_left': 0.484, 'y_top': 0.36936936936936937, 'x_right': 0.7, 'y_bottom': 0.6606606606606606}",,,,0
2007_007890.jpg,pottedplant,"{'x_left': 0.578, 'y_top': 0.5885885885885885, 'x_right': 0.71, 'y_bottom': 0.8468468468468469}",,,,0
2007_007890.jpg,,,pottedplant,"{'x_left': 0.01100561439051078, 'y_top': 0.28781311784123, 'x_right': 0.08271795782699035, 'y_bottom': 0.39538557715817135}",0.34288254,0
2007_007890.jpg,,,pottedplant,"{'x_left': 0.921057796622698, 'y_top': 0.27056476272505064, 'x_right': 0.9922230572356627, 'y_bottom': 0.41773606235728816}",0.4846031,0
2007_007890.jpg,,,pottedplant,"{'x_left': 0.49542017480329825, 'y_top': 0.35918167929062483, 'x_right': 0.6939427087645118, 'y_bottom': 0.6417761581809704}",0.65304637,0
2007_007890.jpg,,,pottedplant,"{'x_left': 0.5817197182866243, 'y_top': 0.6241618138581515, 'x_right': 0.72560157341682, 'y_bottom': 0.8282661648408725}",0.18392934,0
2007_007890.jpg,,,pottedplant,"{'x_left': 0.8911822799948546, 'y_top': 0.5831228006751721, 'x_right': 1.0, 'y_bottom': 0.9989822673848958}",0.19774283,0
2007_007891.jpg,person,"{'x_left': 0.06606606606606606, 'y_top': 0.048, 'x_right': 0.954954954954955, 'y_bottom': 0.73}",,,,0
2007_007891.jpg,,,person,"{'x_left': 0.06435278765788455, 'y_top': 0.08341082340891542, 'x_right': 0.938345111133502, 'y_bottom': 0.7517771711078973}",0.9571673,0
2007_007892.jpg,person,"{'x_left': 0.48333333333333334, 'y_top': 0.19583333333333333, 'x_right': 0.8388888888888889, 'y_bottom': 0.9979166666666667}",,,,0
2007_007892.jpg,,,person,"{'x_left': 0.5043290056583056, 'y_top': 0.18365731833971466, 'x_right': 0.8283052140981875, 'y_bottom': 1.0}",0.85710776,0
2007_007902.jpg,motorbike,"{'x_left': 0.64, 'y_top': 0.13066666666666665, 'x_right': 0.972, 'y_bottom': 0.4106666666666667}",,,,0
2007_007902.jpg,motorbike,"{'x_left': 0.002, 'y_top': 0.152, 'x_right': 0.464, 'y_bottom': 0.8426666666666667}",,,,0
2007_007902.jpg,person,"{'x_left': 0.734, 'y_top': 0.0026666666666666666, 'x_right': 0.916, 'y_bottom': 0.29333333333333333}",,,,0
2007_007902.jpg,person,"{'x_left': 0.002, 'y_top': 0.128, 'x_right': 0.378, 'y_bottom': 0.568}",,,,0
2007_007902.jpg,,,person,"{'x_left': 0.6917138555084283, 'y_top': 0.028281578770417454, 'x_right': 0.9365965497826154, 'y_bottom': 0.35149426631707414}",0.7194912,0
2007_007902.jpg,,,motorbike,"{'x_left': 0.6368504176357618, 'y_top': 0.0873284607813909, 'x_right': 0.9803766781882598, 'y_bottom': 0.4176867611444913}",0.86383545,0
2007_007902.jpg,,,person,"{'x_left': 0.012295777126963336, 'y_top': 0.08284470128316146, 'x_right': 0.39566205183492253, 'y_bottom': 0.6316905717552626}",0.81020236,0
2007_007902.jpg,,,motorbike,"{'x_left': 0.0009035443526048126, 'y_top': 0.17120472697056255, 'x_right': 0.44286370981656586, 'y_bottom': 0.8404297879114517}",0.9302019,0
2007_007908.jpg,bus,"{'x_left': 0.382, 'y_top': 0.006006006006006006, 'x_right': 1.0, 'y_bottom': 1.0}",,,,0
2007_007908.jpg,,,bus,"{'x_left': 0.3997661682697443, 'y_top': 0.0775479039072991, 'x_right': 0.963920145726204, 'y_bottom': 0.9187879464048605}",0.9201332,0
2007_007910.jpg,person,"{'x_left': 0.632, 'y_top': 0.048, 'x_right': 0.93, 'y_bottom': 1.0}",,,,0
2007_007910.jpg,,,chair,"{'x_left': 0.0, 'y_top': 0.2304278321687992, 'x_right': 0.09909732897465046, 'y_bottom': 0.4437619921555886}",0.15588094,0
2007_007910.jpg,,,person,"{'x_left': 0.0, 'y_top': 0.1847025941305894, 'x_right': 0.12118823806884199, 'y_bottom': 0.4995431435687725}",0.11268109,0
2007_007910.jpg,,,chair,"{'x_left': 0.08406980444892094, 'y_top': 0.24999317748766678, 'x_right': 0.27518417519732163, 'y_bottom': 0.4944427014127144}",0.13837194,0
2007_007910.jpg,,,person,"{'x_left': 0.5674044003956823, 'y_top': 0.07470074294750512, 'x_right': 0.9459534956755317, 'y_bottom': 0.9678327097467276}",0.92126316,0
2007_007917.jpg,person,"{'x_left': 0.042, 'y_top': 0.2906666666666667, 'x_right': 0.456, 'y_bottom': 0.992}",,,,0
2007_007917.jpg,person,"{'x_left': 0.58, 'y_top': 0.26666666666666666, 'x_right': 0.998, 'y_bottom': 1.0}",,,,0
2007_007917.jpg,person,"{'x_left': 0.372, 'y_top': 0.16266666666666665, 'x_right': 0.724, 'y_bottom': 0.9946666666666667}",,,,0
2007_007917.jpg,,,pottedplant,"{'x_left': 0.12270875761921589, 'y_top': 0.0, 'x_right': 0.31798119126970953, 'y_bottom': 0.13079418969051196}",0.2523271,0
2007_007917.jpg,,,person,"{'x_left': 0.607931073639943, 'y_top': 0.22164853618053293, 'x_right': 0.9972091126331917, 'y_bottom': 0.9893648451172388}",0.86591715,0
2007_007917.jpg,,,person,"{'x_left': 0.002711787715004077, 'y_top': 0.2969557173094383, 'x_right': 0.44774580356189836, 'y_bottom': 0.9895577671318787}",0.9045861,0
2007_007917.jpg,,,bottle,"{'x_left': 0.6194077473690877, 'y_top': 0.6534836016760422, 'x_right': 0.7224863565614591, 'y_bottom': 0.8332381890778359}",0.43120262,0
2007_007917.jpg,,,bottle,"{'x_left': 0.6973382326749655, 'y_top': 0.7311532360501014, 'x_right': 0.7698757739690634, 'y_bottom': 0.8994083541446007}",0.12017714,0
2007_007930.jpg,dog,"{'x_left': 0.41, 'y_top': 0.7306666666666667, 'x_right': 0.844, 'y_bottom': 0.944}",,,,0
2007_007930.jpg,,,dog,"{'x_left': 0.4155443148716138, 'y_top': 0.7319027059081885, 'x_right': 0.8677236553969292, 'y_bottom': 0.9381749756332544}",0.77005607,0
2007_007930.jpg,,,sheep,"{'x_left': 0.44931195914974575, 'y_top': 0.7556387042557277, 'x_right': 0.8501848932848527, 'y_bottom': 0.9466796145055844}",0.107294805,0
2007_007940.jpg,person,"{'x_left': 0.18, 'y_top': 0.042666666666666665, 'x_right': 0.766, 'y_bottom': 1.0}",,,,0
2007_007940.jpg,,,chair,"{'x_left': 0.08920652395028339, 'y_top': 0.0, 'x_right': 1.0, 'y_bottom': 0.9197696448394885}",0.11490367,0
2007_007940.jpg,,,person,"{'x_left': 0.07835867898922699, 'y_top': 0.0791848212682284, 'x_right': 0.7948659462314386, 'y_bottom': 0.93846228923064}",0.9473316,0
2007_007947.jpg,train,"{'x_left': 0.004, 'y_top': 0.47147147147147145, 'x_right': 0.654, 'y_bottom': 0.6366366366366366}",,,,0
2007_007947.jpg,,,train,"{'x_left': 0.0, 'y_top': 0.46436062110232623, 'x_right': 0.6393956836949861, 'y_bottom': 0.628598367949346}",0.9374324,0
2007_007948.jpg,car,"{'x_left': 0.154, 'y_top': 0.3663663663663664, 'x_right': 0.97, 'y_bottom': 0.7657657657657657}",,,,0
2007_007948.jpg,person,"{'x_left': 0.472, 'y_top': 0.42042042042042044, 'x_right': 0.57, 'y_bottom': 0.5255255255255256}",,,,0
2007_007948.jpg,,,person,"{'x_left': 0.4765623438053406, 'y_top': 0.43458403645306826, 'x_right': 0.5594408240073002, 'y_bottom': 0.5238943913972148}",0.16387674,0
2007_007948.jpg,,,car,"{'x_left': 0.15756249608773448, 'y_top': 0.3690461712758358, 'x_right': 0.955371570611367, 'y_bottom': 0.7565110266984427}",0.8927823,0
2007_007955.jpg,person,"{'x_left': 0.164, 'y_top': 0.32266666666666666, 'x_right': 0.804, 'y_bottom': 0.9733333333333334}",,,,0
2007_007955.jpg,,,person,"{'x_left': 0.14600921257184102, 'y_top': 0.33353968759522984, 'x_right': 0.8500325988576962, 'y_bottom': 0.944633708625344}",0.92899853,0
2007_007996.jpg,person,"{'x_left': 0.378, 'y_top': 0.2972972972972973, 'x_right': 0.474, 'y_bottom': 0.6666666666666666}",,,,0
2007_007996.jpg,person,"{'x_left': 0.236, 'y_top': 0.5615615615615616, 'x_right': 0.398, 'y_bottom': 0.8018018018018018}",,,,0
2007_007996.jpg,person,"{'x_left': 0.184, 'y_top': 0.7327327327327328, 'x_right': 0.39, 'y_bottom': 1.0}",,,,0
2007_007996.jpg,person,"{'x_left': 0.396, 'y_top': 0.6606606606606606, 'x_right': 0.714, 'y_bottom': 1.0}",,,,0
2007_007996.jpg,person,"{'x_left': 0.794, 'y_top': 0.1831831831831832, 'x_right': 1.0, 'y_bottom': 0.8108108108108109}",,,,0
2007_007996.jpg,chair,"{'x_left': 0.004, 'y_top': 0.6096096096096096, 'x_right': 0.164, 'y_bottom': 0.948948948948949}",,,,0
2007_007996.jpg,chair,"{'x_left': 0.002, 'y_top': 0.4744744744744745, 'x_right': 0.062, 'y_bottom': 0.6216216216216216}",,,,0
2007_007996.jpg,sofa,"{'x_left': 0.378, 'y_top': 0.33933933933933935, 'x_right': 0.702, 'y_bottom': 0.7207207207207207}",,,,0
2007_007996.jpg,chair,"{'x_left': 0.698, 'y_top': 0.5885885885885885, 'x_right': 0.862, 'y_bottom': 0.8618618618618619}",,,,0
2007_007996.jpg,tvmonitor,"{'x_left': 0.838, 'y_top': 0.2732732732732733, 'x_right': 0.874, 'y_bottom': 0.32432432432432434}",,,,0
2007_007996.jpg,,,person,"{'x_left': 0.3758579352165644, 'y_top': 0.3111917767411012, 'x_right': 0.4927804885563942, 'y_bottom': 0.6425941310226}",0.6730495,0
2007_007996.jpg,,,sofa,"{'x_left': 0.4264011445343494, 'y_top': 0.3465519280404311, 'x_right': 0.7031934199035168, 'y_bottom': 0.6920068943713261}",0.7274603,0
2007_007996.jpg,,,person,"{'x_left': 0.7821427870978759, 'y_top': 0.17757126604373635, 'x_right': 0.9939110083498404, 'y_bottom': 0.8390750457895719}",0.8969133,0
2007_007996.jpg,,,person,"{'x_left': 0.27375140200073905, 'y_top': 0.5344770723519418, 'x_right': 0.3717369174879331, 'y_bottom': 0.7781470245184806}",0.10703569,0
2007_007996.jpg,,,person,"{'x_left': 0.0002070554947623815, 'y_top': 0.5407913648480636, 'x_right': 0.192101228274405, 'y_bottom': 0.9381132400637406}",0.62245715,0
2007_007996.jpg,,,person,"{'x_left': 0.41575125359342646, 'y_top': 0.646499178152818, 'x_right': 0.7198580017938063, 'y_bottom': 0.9883030257591834}",0.8200869,0
2007_007996.jpg,,,person,"{'x_left': 0.16498276400107603, 'y_top': 0.7195877114398663, 'x_right': 0.39476622488406987, 'y_bottom': 0.9928171402901869}",0.7083226,0
2007_007996.jpg,,,chair,"{'x_left': 0.44742001946958215, 'y_top': 0.7406661123627882, 'x_right': 0.6973783510384652, 'y_bottom': 0.9840325916598394}",0.18120791,0
2007_008013.jpg,person,"{'x_left': 0.43137254901960786, 'y_top': 0.158, 'x_right': 0.9379084967320261, 'y_bottom': 0.744}",,,,0
2007_008013.jpg,,,person,"{'x_left': 0.4505589001934345, 'y_top': 0.1697673126023549, 'x_right': 0.8949343430973933, 'y_bottom': 0.7299374738450234}",0.8735479,0
2007_008043.jpg,pottedplant,"{'x_left': 0.04794520547945205, 'y_top': 0.3715277777777778, 'x_right': 0.7568493150684932, 'y_bottom': 0.7465277777777778}",,,,0
2007_008043.jpg,person,"{'x_left': 0.04794520547945205, 'y_top': 0.03125, 'x_right': 0.9726027397260274, 'y_bottom': 1.0}",,,,0
2007_008043.jpg,,,person,"{'x_left': 0.03212047235232135, 'y_top': 0.04970676060502349, 'x_right': 0.940011201753983, 'y_bottom': 0.9478521174132823}",0.9026267,0
2007_008051.jpg,bird,"{'x_left': 0.262, 'y_top': 0.29333333333333333, 'x_right': 0.716, 'y_bottom': 1.0}",,,,0
2007_008051.jpg,,,bird,"{'x_left': 0.2333758731640303, 'y_top': 0.27790048761642894, 'x_right': 0.9156477514028549, 'y_bottom': 1.0}",0.87807435,0
2007_008072.jpg,diningtable,"{'x_left': 0.18, 'y_top': 0.5876923076923077, 'x_right': 0.7311111111111112, 'y_bottom': 0.9907692307692307}",,,,0
2007_008072.jpg,person,"{'x_left': 0.6511111111111111, 'y_top': 0.3261538461538461, 'x_right': 0.7733333333333333, 'y_bottom': 0.5384615384615384}",,,,0
2007_008072.jpg,person,"{'x_left': 0.8555555555555555, 'y_top': 0.3353846153846154, 'x_right': 1.0, 'y_bottom': 0.56}",,,,0
2007_008072.jpg,person,"{'x_left': 0.6044444444444445, 'y_top': 0.39076923076923076, 'x_right': 0.8822222222222222, 'y_bottom': 0.9784615384615385}",,,,0
2007_008072.jpg,person,"{'x_left': 0.3, 'y_top': 0.31384615384615383, 'x_right': 0.45111111111111113, 'y_bottom': 0.6092307692307692}",,,,0
2007_008072.jpg,person,"{'x_left': 0.42, 'y_top': 0.28307692307692306, 'x_right': 0.5711111111111111, 'y_bottom': 0.5692307692307692}",,,,0
2007_008072.jpg,person,"{'x_left': 0.1511111111111111, 'y_top': 0.3046153846153846, 'x_right': 0.3422222222222222, 'y_bottom': 0.6523076923076923}",,,,0
2007_008072.jpg,person,"{'x_left': 0.006666666666666667, 'y_top': 0.29846153846153844, 'x_right': 0.3288888888888889, 'y_bottom': 1.0}",,,,0
2007_008072.jpg,chair,"{'x_left': 0.6066666666666667, 'y_top': 0.7169230769230769, 'x_right': 0.9755555555555555, 'y_bottom': 1.0}",,,,0
2007_008072.jpg,chair,"{'x_left': 0.8222222222222222, 'y_top': 0.56, 'x_right': 0.9622222222222222, 'y_bottom': 0.7692307692307693}",,,,0
2007_008072.jpg,,,person,"{'x_left': 0.0, 'y_top': 0.12474427429391788, 'x_right': 0.07967796598695792, 'y_bottom': 0.3832873048704404}",0.32160103,0
2007_008072.jpg,,,person,"{'x_left': 0.2159716523686281, 'y_top': 0.16658834668879327, 'x_right': 0.3118511860111585, 'y_bottom': 0.336108314159971}",0.19933762,0
2007_008072.jpg,,,person,"{'x_left': 0.6577060301184654, 'y_top': 0.3098772459653708, 'x_right': 0.7789509217858315, 'y_bottom': 0.528725402366198}",0.69808066,0
2007_008072.jpg,,,person,"{'x_left': 0.7687947983138836, 'y_top': 0.31738341168509077, 'x_right': 0.8552425224833764, 'y_bottom': 0.5239141001859536}",0.15609023,0
2007_008072.jpg,,,person,"{'x_left': 0.32487318212825517, 'y_top': 0.2985912911981803, 'x_right': 0.5171091825262858, 'y_bottom': 0.6386098018244597}",0.684372,0
2007_008072.jpg,,,person,"{'x_left': 0.84309329371097, 'y_top': 0.3355210724375798, 'x_right': 0.9801728731961205, 'y_bottom': 0.67712263160999}",0.5179137,0
2007_008072.jpg,,,person,"{'x_left': 0.008547858523061641, 'y_top': 0.3215436981146152, 'x_right': 0.3554408986104223, 'y_bottom': 0.9968199317400273}",0.8686025,0
2007_008072.jpg,,,person,"{'x_left': 0.5819843308269749, 'y_top': 0.36699201133847237, 'x_right': 0.9092054424391572, 'y_bottom': 0.9725353847168958}",0.7384867,0
